id,exam_score
630000,70.98228102283834
630001,70.40113090608551
630002,88.50742685468336
630003,55.076017371688366
630004,48.09784238307043
630005,71.63121725056227
630006,73.52013945961758
630007,60.00411365969295
630008,81.05055267518452
630009,90.86284333471997
630010,59.39811084366741
630011,37.440441524396356
630012,54.14416387540993
630013,60.04392052761513
630014,60.28406791001886
630015,64.98329594339289
630016,74.22647555962548
630017,76.38442850502389
630018,63.66129155024901
630019,73.9439773201055
630020,53.070751264997085
630021,67.74905842332586
630022,44.981723830800426
630023,48.59913936789953
630024,54.48084057031151
630025,54.82605070645721
630026,59.64873974652225
630027,43.32373140593583
630028,79.98748433366734
630029,96.64914263549545
630030,91.82145318892174
630031,54.15003265296708
630032,78.85661522334958
630033,56.65032399248899
630034,45.34917343988866
630035,52.16317532635493
630036,48.9419713092309
630037,67.37660124051317
630038,30.6332619718884
630039,46.94741624884221
630040,34.2638313369751
630041,74.78407131209276
630042,61.65591069530247
630043,65.08863407799589
630044,57.05642165813002
630045,83.47806974041879
630046,85.32929023762003
630047,56.834688957774475
630048,81.16696917094562
630049,97.30523781167042
630050,71.76804669368099
630051,29.128856693046085
630052,82.65369750218998
630053,76.2076645110866
630054,64.63935409465333
630055,38.764815329612205
630056,42.20208683262621
630057,74.34333967883654
630058,42.26521675494312
630059,78.85325512662627
630060,62.040496322624286
630061,31.172822434113176
630062,41.57637777399093
630063,36.505003673872885
630064,66.02562676259986
630065,45.575360172992234
630066,70.66055506609612
630067,46.15623138638608
630068,87.38786050771674
630069,90.42722015981344
630070,77.55128430764182
630071,63.495915698867925
630072,72.24049727107521
630073,74.57808396291783
630074,71.73529721759415
630075,78.61021012814813
630076,94.05610522272403
630077,36.954321953731345
630078,71.28440615433779
630079,49.68081919554018
630080,90.48491035078095
630081,83.70929024050325
630082,36.03619803039278
630083,48.97352469384536
630084,78.44671213302935
630085,92.4003638701191
630086,70.45168000889446
630087,68.56092265720908
630088,75.94814467698438
630089,79.38954695890125
630090,77.96153354116785
630091,75.74662851093484
630092,62.862843720846534
630093,47.7594468718631
630094,48.50155242796397
630095,75.25234857710747
630096,71.17235563115509
630097,66.02725516692767
630098,80.46964248182135
630099,82.64064768977451
630100,75.31721039932738
630101,28.374155926326484
630102,37.18111512566746
630103,60.50543048067875
630104,69.37600434868368
630105,36.712750963083835
630106,47.61082737008894
630107,69.57956559899166
630108,33.89726097821572
630109,95.43564680968088
630110,53.78067952370407
630111,81.008272809337
630112,88.31134893840239
630113,74.1268595566299
630114,70.85176938362936
630115,54.291099785548425
630116,57.76486276043635
630117,74.84361770161584
630118,58.96449143668067
630119,83.919551183383
630120,43.647003445010206
630121,58.11173733634647
630122,38.87905329850388
630123,47.19104834928884
630124,79.74012142198484
630125,65.12337089454871
630126,33.88386323394698
630127,53.04872151810124
630128,65.69838308978413
630129,86.69584536677031
630130,45.07085199335308
630131,60.315888309417446
630132,51.086590024119545
630133,75.03067662927297
630134,46.20928957818939
630135,93.73171586919203
630136,56.65143332152703
630137,35.790370257968526
630138,75.36718254334767
630139,54.37137091454753
630140,36.111610917685084
630141,45.19183553450488
630142,38.86460869470799
630143,51.77904889846071
630144,73.95230857587399
630145,72.64198202058567
630146,67.30757180103635
630147,74.20506666247888
630148,41.23772048738381
630149,77.18587159635926
630150,54.39340954354418
630151,69.30375629980446
630152,60.4794903280513
630153,41.292683891112574
630154,61.017953781442785
630155,26.850706374486368
630156,71.74793710267004
630157,49.44897111901231
630158,76.01777851016294
630159,56.11189560056618
630160,63.21507797459275
630161,77.06010612872164
630162,54.14320217200741
630163,65.46634996970334
630164,38.23012160757354
630165,72.34628002415876
630166,64.2540607277252
630167,56.85487406168554
630168,71.002129904625
630169,86.33854501629874
630170,59.857285900715205
630171,58.28464499009099
630172,46.600565102616464
630173,72.42994662235525
630174,43.99853586475975
630175,91.9886863712904
630176,91.26897883878861
630177,64.02695775106042
630178,82.48173559427657
630179,23.134242097940213
630180,53.374136969765765
630181,45.49318575987155
630182,55.58789510969164
630183,63.82910952896478
630184,36.74940032137293
630185,72.62938573003257
630186,89.29447680957621
630187,55.26294181529801
630188,69.63037907839127
630189,70.60341649522027
630190,41.89204618200751
630191,63.3849723902439
630192,85.84790381306172
630193,92.92827733186412
630194,36.69870139892183
630195,63.33315042733035
630196,72.45298752910988
630197,35.76907920582927
630198,89.1314142704342
630199,90.76750350227248
630200,49.64626930370062
630201,53.12793635124678
630202,54.99441724759056
630203,38.09000638841567
630204,55.23575300919729
630205,72.25087536873646
630206,63.51585595598292
630207,84.09132591819372
630208,74.01754434020033
630209,50.42256730255478
630210,56.69343025007482
630211,72.77904606178672
630212,82.05898761509992
630213,80.6365878547982
630214,48.37032884019633
630215,41.35323860186384
630216,83.79982464368616
630217,49.9302108334644
630218,75.55113459118209
630219,56.08143103833138
630220,70.50274246550353
630221,68.96632607087383
630222,34.2616259436673
630223,58.30922954585091
630224,73.12817188603458
630225,71.48787304643494
630226,52.51472181868224
630227,83.99296228116688
630228,37.082802029417245
630229,59.047381426697555
630230,62.65389182793005
630231,56.50281402971504
630232,86.0862352486304
630233,40.35282065827191
630234,81.21212313042257
630235,45.622848466861356
630236,56.347372986704265
630237,93.87317988387946
630238,52.02993440236764
630239,46.801087841176695
630240,56.410592512033794
630241,44.22794318785769
630242,74.84989974419614
630243,63.155198868109025
630244,60.39879096599333
630245,95.32300843468438
630246,41.684188671522726
630247,60.57151203614926
630248,81.59315560861413
630249,29.952375417557107
630250,38.90145343322336
630251,46.11949187718698
630252,69.36999342541822
630253,65.75793341740706
630254,56.83789747134053
630255,80.1147440467658
630256,67.8666966765857
630257,65.87482321981891
630258,75.60872324262397
630259,70.69144778280749
630260,58.1865224677326
630261,70.28324024617073
630262,35.98845522944172
630263,32.89293913220998
630264,65.455368954635
630265,71.03329493962868
630266,80.73710633911455
630267,86.84463086824243
630268,91.03614856497414
630269,61.168003003418086
630270,31.6256475577013
630271,73.10860680213155
630272,35.91927172451792
630273,62.53132898988178
630274,50.46565964940789
630275,42.664863699753454
630276,40.96827677480694
630277,83.61177378637646
630278,61.67393671158777
630279,50.73922439450141
630280,81.81827518720738
630281,69.24258229788076
630282,37.75150518042508
630283,38.937921654084484
630284,52.85542543355699
630285,50.83721615079391
630286,51.64685931481663
630287,70.66670007910503
630288,75.99088604233289
630289,42.786650213824686
630290,75.03191158784517
630291,25.22998666299427
630292,50.37544269503768
630293,78.60863148843508
630294,87.70777453699033
630295,33.488163412286355
630296,62.23315215674113
630297,53.48755063257396
630298,47.04294431851391
630299,42.580848944536115
630300,60.577130882713774
630301,88.63464058708063
630302,44.762090375922966
630303,87.78957122212393
630304,71.39883183001766
630305,86.39607786917348
630306,87.3736934147112
630307,55.99700027100461
630308,53.20445554853011
630309,80.62085473260399
630310,56.63888507576658
630311,53.17990380356401
630312,44.95847931514165
630313,90.32127607629428
630314,64.08602847836165
630315,94.50297160946488
630316,30.42390895734623
630317,74.6595632207452
630318,88.48102974019181
630319,55.2706615374633
630320,68.59381450837193
630321,35.642538223891904
630322,70.06647728012025
630323,63.85415634325593
630324,57.48938089673418
630325,73.67333038189737
630326,73.05672163962662
630327,69.49725277417264
630328,75.25878073419021
630329,73.44666193338234
630330,45.51477410729643
630331,64.30871013462145
630332,60.78837297686104
630333,42.57579467833018
630334,56.62253213659406
630335,49.24507579851831
630336,41.40777569222101
630337,53.39862915233784
630338,44.833655905425815
630339,89.01717731048892
630340,32.92769709728096
630341,62.14997372499361
630342,83.2703486384156
630343,63.18601626753733
630344,85.74368901548758
630345,23.401192581760633
630346,45.801321815250276
630347,73.4001979596893
630348,76.785493611445
630349,66.50814892922835
630350,65.39648593309836
630351,53.01159089962431
630352,78.77786126849722
630353,74.80720970018567
630354,51.42152980966056
630355,42.70037232676753
630356,66.1419777541416
630357,63.23934762237016
630358,63.11049096450606
630359,54.87764467110174
630360,75.34041455754328
630361,42.706968038676855
630362,72.7513689079422
630363,88.16780622393432
630364,68.94199167542344
630365,68.00335928859775
630366,64.34118233939424
630367,75.39510460589123
630368,51.70968851751386
630369,68.04084891456976
630370,55.59686731103616
630371,59.3377402374358
630372,58.82569061883155
630373,53.63486679947129
630374,85.45549234948082
630375,41.56756279682306
630376,46.43786264892149
630377,77.17572279068447
630378,54.363022327153736
630379,56.04577879490705
630380,62.983760225382035
630381,50.242360943249096
630382,86.88471187826673
630383,28.110463847497805
630384,70.44618157259168
630385,80.22602494357044
630386,89.90005033209117
630387,88.29310916924683
630388,42.67284444971918
630389,62.583395090482995
630390,73.95239498324719
630391,78.82752374999433
630392,38.02238420316013
630393,53.059861039398385
630394,62.900965714168294
630395,42.87766034101558
630396,50.229531481085104
630397,85.26904199014712
630398,71.84789476681333
630399,60.47542069023903
630400,68.79677573006629
630401,48.17045886741985
630402,32.04142676666311
630403,45.765957042622425
630404,81.28063713065536
630405,38.038583011584
630406,68.39802349965838
630407,73.33027535000963
630408,83.79925917180073
630409,54.60467811682903
630410,62.25348226868838
630411,74.15756282349288
630412,84.19146855301483
630413,79.53482492724225
630414,44.23414722132333
630415,56.8292326439599
630416,73.897436156088
630417,56.17585686456025
630418,61.228756834755714
630419,46.18979168515273
630420,65.25616052328748
630421,80.34706898804063
630422,53.236688500990525
630423,30.307096542859814
630424,45.939210032520414
630425,52.852879211373775
630426,67.1388695282291
630427,64.30086707627883
630428,85.11324392400802
630429,85.83063385862697
630430,58.42608691174032
630431,64.2628204600059
630432,57.59021833531704
630433,67.60592278650846
630434,68.27409509173924
630435,35.139167031893955
630436,55.724840648394526
630437,76.28342543711119
630438,42.90138876376754
630439,49.755090749959216
630440,75.10730451663198
630441,54.41961889605357
630442,51.56246894838873
630443,62.11923128148949
630444,66.0394882091848
630445,78.86432355532183
630446,64.72437049732476
630447,77.77098025424385
630448,77.74462919759326
630449,39.426646623910095
630450,92.91068520602143
630451,68.44640847218005
630452,52.984493989636526
630453,54.234134441978796
630454,53.972593703340245
630455,78.70846614101255
630456,44.1058611604312
630457,67.94252871744021
630458,45.53203052610786
630459,68.14637522457588
630460,41.120416617229864
630461,53.38500585241633
630462,42.34908726800601
630463,51.443468231522814
630464,46.295559222959085
630465,48.203482973540034
630466,58.12318733065559
630467,51.14782520798209
630468,65.8460947521457
630469,73.50739919913265
630470,40.912234072948856
630471,52.49222643649361
630472,84.7659921684966
630473,93.01024720956836
630474,64.152022724342
630475,71.846991955435
630476,75.0308038922089
630477,42.97879422742221
630478,73.19901538007792
630479,74.95144036218475
630480,54.29460307982856
630481,56.212101638185956
630482,64.53984069239475
630483,35.68754405864163
630484,60.2812202261468
630485,59.58038424344477
630486,85.46086029962669
630487,67.58648540966797
630488,49.28007383488121
630489,61.40687447492833
630490,71.44542576809725
630491,91.94011187306461
630492,86.15140287081456
630493,50.91945783846657
630494,41.830383682179075
630495,43.209300818516155
630496,38.83793273155494
630497,41.12829464240771
630498,89.99347753680365
630499,67.94937328369564
630500,65.5584477737891
630501,90.30439424257037
